Q35,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q53,Q54,Q55,Q56,Q57,Q59,Q60,Q63,Q64,Q65,Q66,Q69,Q70,Q32,Q33,Q34,Q20,Q21,Q38,Q8,Q13
4,3,3,3,3,3,4,3,4,4,4,4,4,3,3,1,2,64,5,1,1,1,25,2,2,2,5,2,3,5,5,4,4,5,3,4
4,3,3,3,3,2,4,3,4,1,4,1,2,4,2,2,2,42,7,1,1,5,41,2,2,2,5,2,3,5,4,2,4,4,3,4
3,5,3,3,4,4,4,1,4,1,4,1,1,4,1,2,2,56,3,1,2,4,41,2,2,1,5,2,5,4,5,1,4,5,4,4
1,4,1,2,2,4,1,1,4,4,4,1,4,4,3,2,2,59,4,1,1,3,52,2,2,1,5,2,4,1,1,3,3,5,2,1
1,3,4,4,1,3,3,3,4,2,3,1,4,1,1,1,2,41,6,1,1,3,34,2,2,1,5,2,3,1,1,4,4,5,3,3
2,3,3,2,1,4,3,4,1,2,1,2,2,1,1,1,2,45,3,1,2,3,41,2,2,1,5,2,2,4,4,3,3,4,3,3
3,5,4,4,4,4,3,4,4,1,3,1,4,3,1,2,3,52,3,1,2,1,52,2,2,1,5,2,3,3,3,4,3,5,4,4
1,2,2,1,3,2,1,3,4,1,4,4,2,4,3,1,2,61,6,1,2,3,35,2,2,1,5,2,2,5,1,1,4,5,3,2
2,5,3,4,3,3,3,3,4,3,3,3,4,4,4,2,1,31,6,1,3,2,41,2,2,1,5,2,3,5,3,3,4,5,3,3
2,5,3,3,2,2,2,1,4,4,4,1,4,4,3,1,2,63,7,1,3,4,61,2,2,2,5,2,1,1,2,3,3,3,3,3
2,3,3,2,2,4,4,4,4,2,4,4,4,4,4,2,4,69,3,1,3,3,65,2,2,1,5,2,4,5,4,4,3,5,4,4
3,5,4,4,4,3,3,4,4,2,4,1,3,3,2,2,2,51,5,1,3,3,41,2,2,2,5,2,3,3,2,4,4,4,4,4
1,4,3,3,1,1,1,4,4,1,4,1,1,4,2,2,2,57,7,1,2,4,41,1,2,2,5,2,4,4,2,1,4,5,2,3
1,5,1,1,1,1,1,4,4,2,4,2,4,4,3,2,1,35,6,1,2,4,41,2,2,2,5,2,2,1,3,4,4,3,1,1
4,2,1,2,1,1,1,3,4,1,4,1,4,1,1,1,2,45,6,1,2,3,41,2,2,2,5,2,3,1,2,2,1,3,2,1
1,2,1,2,3,1,1,3,4,4,2,4,2,4,4,2,2,53,4,1,2,1,41,2,2,2,5,2,5,1,1,4,2,4,2,1
2,1,3,3,3,1,1,3,4,1,4,1,3,1,1,1,2,66,3,1,1,3,65,2,2,1,5,2,2,1,2,3,3,5,1,2
1,3,2,3,3,3,2,4,4,1,4,1,3,4,3,1,2,51,6,1,1,4,41,2,1,1,5,2,2,1,3,4,4,5,1,3
1,3,1,1,4,2,2,2,4,3,4,3,2,4,3,1,2,66,2,1,2,1,66,2,2,1,5,2,3,3,3,4,3,3,3,3
4,5,2,4,3,2,4,3,4,1,4,2,1,4,1,1,2,31,3,1,2,1,41,1,2,2,5,2,3,5,5,4,4,3,4,4
1,1,1,1,3,1,1,4,4,4,4,1,4,1,1,1,2,74,8,7,1,5,41,1,1,1,5,2,4,1,1,4,4,5,1,1
1,2,4,4,1,4,1,1,4,1,4,1,4,2,3,2,2,34,6,1,2,4,41,2,1,2,5,2,1,1,3,1,3,5,3,3
1,4,3,3,2,4,4,1,4,1,4,1,2,2,1,2,1,33,6,1,3,1,41,1,2,2,5,2,5,3,4,1,2,4,4,4
3,3,2,3,4,3,3,4,4,4,4,4,4,4,2,2,2,55,5,1,1,4,41,2,2,2,5,2,3,5,2,3,4,5,3,3
2,3,2,3,3,3,3,4,4,4,4,1,4,4,3,1,2,90,7,1,2,5,44,2,1,1,5,2,3,5,3,3,3,5,3,2
2,5,3,2,3,1,1,1,4,1,4,1,4,4,4,1,2,55,3,1,3,1,41,2,2,2,5,2,5,1,5,3,1,1,1,2
1,1,2,1,2,1,1,1,4,4,4,4,4,4,3,2,2,65,3,1,2,3,61,2,2,1,5,2,3,1,2,2,1,4,2,1
2,3,3,3,3,3,2,2,4,1,2,1,2,4,4,2,3,64,3,1,2,1,60,2,2,2,5,2,4,1,1,3,2,5,2,4
3,5,3,3,3,3,4,3,4,1,4,4,1,4,2,2,1,31,5,99,99,2,14,2,2,1,5,2,4,3,3,1,1,5,3,3
1,1,1,2,1,1,1,4,4,1,4,1,1,4,3,1,4,69,5,1,1,4,68,2,1,1,5,2,2,1,2,1,4,1,1,1
5,5,4,3,3,3,2,3,4,1,4,3,4,3,1,2,3,40,3,1,1,3,41,1,2,2,5,2,5,3,5,2,3,5,4,4
1,3,1,1,2,1,1,4,3,1,1,4,4,4,3,2,1,30,4,4,1,3,25,1,2,1,5,2,1,1,3,4,2,5,2,1
1,3,1,1,2,1,1,4,3,4,2,4,1,3,3,2,4,72,7,99,1,1,25,2,2,1,5,2,3,1,1,1,3,5,4,4
1,5,4,4,3,4,3,3,4,1,4,1,4,3,1,2,2,37,6,1,3,2,41,2,2,2,5,2,5,1,3,3,4,5,4,3
1,4,2,2,2,1,1,4,4,1,4,3,4,4,1,1,2,47,5,1,2,2,41,2,2,1,5,2,1,1,1,1,3,4,1,1
4,3,3,2,4,1,2,2,3,1,4,2,4,4,4,1,2,86,4,1,2,3,68,2,1,1,5,2,4,1,4,3,2,5,3,2
3,4,4,3,3,3,2,2,4,1,3,3,4,4,2,1,2,58,6,1,1,4,41,1,1,1,5,2,2,5,1,4,4,5,3,4
1,3,4,3,2,1,1,2,4,1,4,1,4,4,1,1,1,30,4,1,1,1,41,2,2,2,5,2,3,1,3,2,4,4,3,2
1,5,3,3,4,1,1,1,4,1,4,1,1,4,3,1,2,55,3,1,2,3,41,1,1,1,5,2,5,5,2,3,3,5,3,4
4,5,3,4,4,4,3,4,4,3,4,4,4,4,4,1,2,55,4,1,3,2,41,2,1,2,5,2,4,3,4,4,4,5,4,4
3,3,3,4,2,4,3,4,4,3,4,3,4,3,3,2,1,32,7,1,1,5,27,1,2,2,5,2,4,5,3,4,3,3,4,4
2,5,3,3,3,4,4,4,4,1,4,2,4,4,4,1,2,79,2,1,3,99,67,1,2,2,5,2,2,1,3,2,4,4,4,4
3,4,2,2,3,3,3,2,4,1,4,4,4,4,2,2,2,65,4,1,3,3,41,2,2,2,5,2,3,3,4,2,2,4,3,3
1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,1,2,73,4,1,2,4,67,1,2,2,5,2,1,1,1,4,4,5,1,1
3,3,2,3,3,4,4,3,4,4,3,2,3,4,2,2,2,36,6,1,2,3,41,2,2,99,5,2,4,5,3,1,4,3,3,3
3,3,1,3,2,3,2,3,3,3,2,4,4,4,4,1,2,58,5,1,1,2,27,2,1,1,5,2,3,5,5,2,3,5,2,2
3,5,4,4,3,4,3,4,4,2,3,4,4,4,3,2,4,80,5,7,1,2,22,2,2,1,5,2,3,5,3,2,3,5,4,4
3,1,1,2,1,2,4,4,4,1,4,4,1,4,1,2,2,43,5,1,1,3,41,2,2,2,5,2,1,5,3,4,3,3,1,2
1,2,3,4,1,1,1,4,4,1,4,1,4,4,1,2,2,52,4,1,3,1,41,1,2,2,5,2,2,1,2,4,4,5,3,3
5,2,2,4,3,1,1,1,4,3,4,1,4,4,1,1,2,48,3,1,2,3,41,2,2,1,5,2,5,3,5,2,3,5,2,4
3,4,2,4,4,3,4,1,4,2,2,1,1,4,1,2,1,28,4,1,2,4,41,2,2,1,5,2,2,5,4,1,2,5,4,4
2,5,1,1,1,2,4,1,1,1,1,3,1,4,3,1,3,69,7,1,1,1,24,2,1,1,5,2,5,3,5,1,1,1,1,1
1,2,1,2,1,3,3,3,4,3,4,2,4,3,3,2,1,28,4,1,1,3,41,2,2,2,5,2,3,4,2,1,2,4,3,2
1,5,2,3,4,3,4,4,2,4,3,4,4,4,4,1,1,28,3,99,99,1,18,2,2,1,5,2,3,5,2,4,3,3,3,3
2,4,2,3,3,3,2,2,4,4,4,2,4,4,3,2,2,77,3,1,1,4,55,2,2,1,5,2,3,3,3,3,3,5,3,3
5,5,4,4,4,4,4,4,4,1,4,4,4,4,4,2,4,81,3,1,1,1,65,1,2,2,5,2,5,5,5,4,3,5,4,4
1,3,3,3,3,1,1,2,4,1,1,3,4,4,4,2,4,77,5,1,1,1,23,2,2,2,5,2,3,1,3,3,4,3,1,3
3,3,2,2,2,3,3,4,4,2,4,3,4,4,1,2,2,46,5,1,1,3,41,2,2,1,5,2,3,5,2,4,3,5,3,3
3,4,4,4,4,4,2,3,4,1,4,1,3,4,1,1,2,66,3,1,2,1,41,1,1,2,5,2,4,5,4,3,3,5,4,4
1,2,4,1,1,1,1,4,4,4,4,4,4,4,4,2,2,75,6,1,1,3,66,2,2,1,5,2,1,1,1,1,4,1,2,1
2,4,2,3,4,2,3,2,3,2,4,2,3,4,2,2,2,68,7,1,1,3,25,1,2,2,5,2,3,5,2,2,4,3,3,3
2,3,3,3,2,1,1,2,4,4,4,3,4,3,1,1,2,46,3,1,1,5,41,1,2,2,5,2,2,1,1,3,3,5,1,2
2,3,2,1,1,1,2,3,4,1,3,1,1,4,3,1,2,59,5,1,1,5,42,1,2,1,5,2,2,1,3,3,1,5,2,1
5,1,4,4,1,1,1,1,4,1,1,4,4,4,4,2,1,37,3,1,1,1,41,2,2,1,5,2,1,1,1,1,1,5,1,1
1,5,1,3,3,1,1,4,4,1,4,2,4,4,1,2,2,63,4,1,1,4,41,2,2,2,5,2,2,1,1,4,4,5,3,1
5,2,1,2,2,1,3,1,4,3,4,3,4,4,4,2,3,70,6,1,1,3,68,2,2,1,5,2,2,4,3,3,3,3,1,2
3,3,3,3,3,2,3,3,4,4,4,3,4,4,4,2,2,43,6,1,1,3,24,2,2,2,5,2,2,1,3,3,4,5,3,2
1,2,1,1,3,1,1,1,4,1,4,4,4,4,4,1,2,88,7,1,2,1,26,2,2,1,5,2,5,1,1,3,4,3,1,1
3,3,3,3,1,2,1,2,4,1,1,1,3,4,1,1,2,62,5,1,1,3,60,2,1,1,5,2,2,1,3,1,4,4,3,3
1,2,1,1,1,1,1,4,4,1,4,1,4,1,1,2,2,62,4,1,2,3,41,1,2,1,5,2,4,3,4,1,1,2,3,4
2,3,3,3,3,1,2,4,4,1,4,1,4,4,1,1,2,82,8,1,1,3,43,2,1,1,5,2,3,3,2,2,4,5,2,4
3,1,1,1,3,1,4,4,4,4,4,4,4,4,1,1,1,32,4,1,2,99,41,2,2,2,5,2,5,1,1,3,4,1,1,1
3,3,4,3,2,3,3,4,4,2,4,2,3,4,2,2,2,42,4,1,2,3,41,1,2,2,5,2,3,3,4,3,3,5,3,3
4,3,2,3,3,4,3,4,4,4,4,4,4,4,4,2,2,63,6,1,2,5,41,2,2,1,5,2,4,4,4,3,3,5,4,4
2,5,3,4,4,1,2,4,4,1,4,1,4,3,1,2,2,47,4,1,1,3,41,2,2,2,5,2,5,1,3,1,4,5,4,4
1,4,4,4,4,2,2,3,4,1,4,4,2,3,4,2,2,53,6,1,2,4,51,2,1,1,5,2,4,5,3,3,2,4,2,3
1,5,2,4,2,3,3,3,4,1,4,4,4,1,3,2,2,46,4,1,2,4,41,1,2,1,5,2,5,1,2,1,4,3,3,2
1,5,4,4,3,3,3,2,4,1,4,4,3,3,3,2,3,48,6,1,1,2,41,2,2,99,5,2,3,1,4,2,4,4,4,3
2,3,3,1,2,3,3,3,4,1,4,3,4,4,3,2,2,82,5,1,1,1,41,99,2,2,5,2,4,3,3,1,4,3,3,3
2,5,4,4,4,1,1,1,4,1,4,4,4,4,1,2,2,68,3,1,2,1,54,1,2,2,5,2,1,1,5,4,1,5,4,2
1,1,1,2,1,4,4,1,4,4,4,3,4,4,4,1,1,33,4,1,1,4,18,2,2,2,5,2,5,5,5,3,3,1,4,1
1,3,1,1,1,2,4,4,4,4,4,4,3,4,1,2,3,68,5,1,1,2,66,2,2,1,5,2,3,5,3,3,4,5,3,3
3,3,1,4,4,3,1,4,4,1,4,4,4,4,1,2,2,47,3,1,2,1,41,2,2,1,5,2,5,3,4,1,3,5,3,3
3,3,4,4,3,3,4,3,4,1,4,2,4,4,3,1,2,63,3,1,2,2,58,1,1,1,5,2,1,5,3,4,4,5,3,4
3,2,3,3,1,2,2,4,4,3,4,3,2,4,2,2,2,49,6,1,3,2,41,2,2,2,5,2,3,5,3,3,3,4,2,2
1,3,2,4,1,2,3,3,4,1,4,4,2,4,3,2,3,47,4,1,2,2,41,2,2,99,5,2,3,5,4,3,2,1,2,2
4,5,3,3,3,2,4,2,4,1,4,1,3,3,3,2,2,56,3,1,3,1,41,2,2,2,5,2,3,1,3,3,1,3,3,4
3,5,1,1,1,1,1,4,4,1,4,4,4,2,1,1,4,86,4,1,2,3,67,1,1,1,5,2,5,3,3,4,3,5,1,1
3,5,4,3,4,4,4,3,4,2,4,4,4,4,4,1,2,81,7,1,2,2,38,2,2,2,5,2,3,4,4,3,4,5,3,4
3,1,3,4,1,1,1,3,4,4,3,4,3,4,4,2,2,57,4,1,1,1,18,2,2,2,5,2,3,1,5,4,4,4,1,1
3,5,4,3,3,4,4,3,4,2,4,3,3,3,2,2,3,51,7,99,1,1,20,2,2,1,5,2,5,3,3,2,3,5,4,4
3,1,3,4,4,1,2,1,1,1,1,1,2,2,3,2,2,61,3,1,2,1,45,2,2,2,5,2,1,3,5,4,4,5,4,1
4,3,3,4,4,1,2,4,4,2,2,4,4,4,4,2,3,43,3,1,1,2,26,2,2,1,5,2,3,3,4,1,2,5,3,4
1,1,3,1,3,4,4,3,4,1,4,4,4,4,4,2,1,29,4,1,1,99,41,2,2,2,5,2,5,1,1,3,4,5,1,1
4,3,3,3,1,4,4,4,3,3,3,4,1,4,4,2,1,30,4,1,2,1,41,2,2,1,5,2,4,4,4,3,4,1,2,1
3,5,1,1,1,1,1,4,4,1,4,2,1,3,4,2,2,36,3,1,2,1,25,2,2,1,5,2,3,1,1,1,4,5,2,3
4,3,3,3,2,3,3,3,4,2,4,3,4,4,3,1,4,61,4,1,1,2,41,2,1,2,5,2,2,3,3,1,3,4,3,3
1,2,3,1,1,1,4,3,4,4,1,4,4,4,4,2,2,36,5,1,2,1,41,1,1,2,5,2,3,3,4,3,2,5,1,1
3,3,2,3,2,1,2,1,4,1,3,1,1,4,4,2,2,31,4,1,4,3,41,1,2,2,5,2,3,3,5,2,3,5,3,3
5,5,4,4,4,4,4,3,4,1,4,1,4,4,4,2,2,36,6,1,3,2,41,1,2,1,5,2,3,5,4,4,3,5,4,4
3,3,2,3,4,3,3,2,4,1,4,4,4,4,2,2,2,61,3,1,2,5,41,2,2,1,5,2,4,5,3,3,4,5,4,4
3,3,4,2,3,3,3,4,4,3,4,1,3,4,3,2,4,77,5,1,1,3,41,2,2,2,5,2,3,1,4,3,3,4,4,4
1,2,2,4,4,4,4,2,4,1,4,1,4,4,1,2,3,55,3,1,1,1,41,2,2,1,5,2,3,1,3,4,4,2,3,3
1,1,4,4,4,1,1,3,1,4,1,4,4,1,4,1,99,52,99,1,2,99,41,1,2,2,5,2,5,1,1,4,4,1,2,4
1,1,1,1,1,3,2,4,4,3,3,1,1,4,4,2,2,43,4,1,2,4,41,2,2,1,5,2,1,1,1,4,3,5,2,4
1,4,3,1,4,1,1,1,4,4,4,1,4,4,1,1,2,76,3,1,1,4,59,2,2,1,5,2,1,1,2,3,4,1,3,4
2,3,3,3,2,2,3,2,4,1,4,1,4,1,1,2,4,86,6,1,2,4,70,2,2,2,5,2,2,1,1,4,4,1,4,4
5,5,4,4,4,4,4,4,4,1,4,1,4,4,4,2,2,39,4,1,3,2,41,2,2,2,5,2,5,5,5,4,4,5,4,4
3,3,4,4,1,2,2,3,4,1,3,1,4,4,1,1,2,52,5,1,3,1,41,2,2,2,5,2,1,5,3,1,2,4,3,4
3,4,2,3,4,1,1,2,4,1,4,3,4,3,3,2,2,55,4,1,3,1,41,1,2,2,5,2,2,1,3,2,2,2,3,3
2,2,1,2,2,1,3,3,4,2,2,3,4,4,2,2,2,46,6,1,2,3,41,2,2,2,5,2,3,1,2,3,4,3,2,2
1,1,1,1,1,2,1,3,4,2,4,4,4,4,4,2,3,78,3,1,1,2,41,2,2,2,5,2,2,1,4,1,3,1,1,1
4,5,3,3,1,1,4,4,4,1,4,3,3,4,4,2,2,54,4,1,2,1,51,1,1,2,5,2,5,3,3,4,4,5,3,4
3,2,2,1,2,1,2,3,4,1,3,4,4,4,3,2,2,46,4,1,3,1,41,2,2,1,5,2,3,1,4,2,3,5,3,2
1,4,4,3,3,1,4,4,4,2,4,1,1,1,1,2,2,45,7,1,1,4,37,1,2,1,5,2,4,1,1,1,4,1,3,4
1,2,2,1,2,2,1,1,4,4,3,4,4,4,4,1,2,65,5,1,1,5,41,2,2,2,5,2,2,1,1,3,4,3,2,2
1,3,3,4,3,2,3,3,4,2,4,2,2,4,4,2,3,52,6,1,1,2,25,2,2,2,5,2,3,1,2,1,4,3,3,4
3,5,1,1,1,3,3,4,4,1,4,1,4,4,4,2,2,45,4,1,3,2,41,1,2,1,5,2,5,1,5,2,4,5,3,4
3,2,3,3,2,2,2,2,3,3,3,4,4,4,4,2,2,63,3,1,2,99,41,2,2,2,5,2,5,3,3,3,4,5,2,3
1,3,4,4,4,3,3,1,4,4,4,4,4,4,1,2,2,49,3,1,2,1,41,1,2,1,5,2,4,1,2,4,4,5,3,4
1,2,4,4,4,3,4,4,3,1,4,1,1,4,3,1,2,35,4,1,2,2,41,1,1,1,5,2,5,3,4,3,3,1,4,4
1,5,4,4,4,4,2,4,4,4,4,4,4,3,1,1,2,53,7,1,1,5,41,1,2,1,5,2,1,1,1,3,2,1,4,4
2,2,2,3,1,2,2,1,4,4,4,4,4,4,4,1,2,66,4,1,2,1,65,1,2,1,5,2,3,3,3,3,4,3,2,3
3,1,3,3,3,2,1,1,4,1,4,3,4,4,2,2,2,52,5,1,2,1,41,2,2,1,5,2,3,1,4,4,3,5,2,3
3,1,1,1,3,1,1,4,4,3,4,1,1,4,3,1,2,69,7,7,1,3,26,2,2,1,5,2,3,1,3,1,4,5,1,1
3,1,1,1,3,1,1,4,4,1,4,1,4,4,1,1,2,55,3,1,2,1,41,2,2,2,5,2,3,1,3,1,1,5,3,3
1,3,3,3,2,1,1,4,4,1,4,2,4,3,4,1,2,52,6,1,1,5,41,2,2,2,5,2,3,1,2,3,4,3,3,3
1,2,1,4,3,1,1,4,4,1,1,4,3,4,2,2,3,35,6,1,1,2,25,2,2,2,5,2,1,4,1,1,2,3,2,1
1,5,3,3,3,1,1,3,4,4,4,3,3,1,1,1,1,35,6,1,2,3,41,2,2,2,5,2,3,1,1,4,1,4,3,4
1,5,2,3,2,4,3,2,4,1,4,2,4,4,3,2,2,40,6,1,1,4,41,2,2,2,5,2,4,1,3,1,4,4,3,4
3,3,3,3,4,2,2,4,4,2,4,1,4,3,2,2,2,45,6,1,4,3,41,1,2,2,5,2,2,5,2,2,4,4,2,3
5,4,1,1,3,4,4,1,4,1,2,2,2,2,4,2,2,56,4,1,2,4,41,2,2,2,5,2,3,3,3,4,3,5,4,4
1,3,4,4,4,1,1,4,4,1,4,2,1,3,1,1,2,57,6,1,1,2,44,1,1,1,5,2,1,1,3,1,3,5,1,3
1,2,2,3,4,2,2,1,4,4,3,4,1,4,3,1,2,45,6,1,1,1,22,2,1,1,5,2,3,1,1,3,4,5,1,1
1,5,3,3,3,2,2,1,3,1,4,4,4,4,1,1,2,40,3,1,2,3,41,2,2,2,5,2,1,5,3,3,4,5,3,3
2,3,4,3,4,3,3,3,4,1,4,4,4,3,3,1,2,81,4,1,1,99,58,2,1,2,5,2,2,5,2,3,3,5,3,4
1,3,3,2,2,2,3,2,4,1,4,1,4,4,3,2,2,64,6,1,1,5,41,1,2,2,5,2,2,5,3,1,4,3,3,3
1,3,3,1,3,3,1,3,4,1,4,1,1,4,1,2,3,55,7,1,1,1,25,2,1,1,5,2,3,1,1,4,3,5,2,2
1,2,2,2,2,2,3,4,4,2,4,4,4,4,3,2,4,58,7,1,1,3,25,2,2,1,5,2,3,1,3,1,4,3,2,3
5,4,4,4,4,3,4,3,4,2,4,1,3,4,2,1,2,58,6,1,2,3,41,2,2,1,5,2,5,5,5,3,1,5,4,4
4,3,3,4,4,4,3,3,4,2,4,4,4,4,3,2,1,26,3,1,1,4,19,2,2,2,5,2,3,4,3,3,2,3,3,4
1,3,3,1,1,1,1,1,4,1,4,1,4,3,3,1,2,71,6,1,1,4,52,2,2,2,5,2,1,1,3,4,3,3,3,4
3,3,4,4,4,3,4,4,4,1,4,1,2,4,3,2,4,39,6,1,2,1,41,2,1,2,5,2,3,5,4,1,4,3,3,4
2,3,3,3,3,4,4,4,3,4,1,3,4,4,4,2,2,65,4,1,1,1,26,2,2,2,5,2,3,1,3,3,3,5,4,4
2,2,4,4,4,2,2,2,4,4,2,4,4,4,4,2,2,64,8,1,1,1,25,2,2,2,5,2,5,5,1,3,2,2,2,3
2,4,3,1,4,1,2,1,4,4,4,4,4,4,3,2,2,59,5,1,2,1,41,2,2,2,5,2,2,1,3,1,4,4,3,4
1,3,3,4,4,1,2,4,4,4,4,4,1,4,1,1,1,28,4,1,1,3,41,2,1,2,5,2,2,1,3,1,3,5,4,3
2,2,1,2,1,1,1,3,3,2,4,2,4,1,1,2,2,40,6,1,1,5,41,2,2,1,5,2,1,1,3,1,4,5,3,3
3,5,3,3,2,1,1,1,4,4,4,4,3,4,3,1,2,71,3,1,2,3,55,1,2,1,5,2,3,3,3,4,4,5,3,4
1,5,3,3,4,3,3,1,4,1,4,1,4,4,4,2,2,42,6,1,3,1,41,2,2,2,5,2,2,1,1,3,3,3,3,1
1,4,3,3,2,1,2,4,4,1,4,1,1,1,4,1,2,59,2,1,3,1,41,2,2,2,5,2,2,5,2,2,4,5,3,3
3,3,4,3,4,1,4,3,4,4,3,3,4,4,4,2,2,58,3,1,1,1,31,2,2,1,5,2,5,5,4,4,4,5,4,3
3,4,3,3,3,4,4,3,4,1,4,2,3,3,3,2,1,43,7,1,2,4,41,2,1,1,5,2,4,3,3,2,2,4,3,4
1,5,3,4,3,4,3,3,4,1,4,1,3,4,1,1,2,72,7,1,1,4,42,2,1,1,5,2,3,1,3,3,2,5,4,4
1,4,4,3,3,4,4,2,1,4,2,4,2,1,2,1,1,34,4,1,1,4,13,2,2,2,5,2,1,4,3,2,3,4,4,3
3,5,4,4,3,3,3,3,4,2,4,1,1,3,3,2,2,50,4,1,1,5,41,2,2,2,5,2,3,3,3,1,3,4,3,4
4,5,1,4,4,1,2,4,4,1,4,3,4,4,4,2,2,47,5,1,3,3,41,2,2,1,5,2,4,1,4,4,4,5,4,4
1,1,2,1,3,1,1,1,4,1,4,1,3,4,4,1,2,45,4,1,1,3,41,1,2,1,5,2,3,1,2,1,4,1,2,2
3,1,3,3,2,4,4,3,3,2,4,4,4,4,4,2,3,72,1,1,2,3,65,2,2,2,5,2,3,5,5,2,3,5,4,2
4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,67,6,7,1,1,24,2,2,2,5,2,5,5,4,3,2,5,4,4
1,5,3,2,1,2,3,3,4,3,4,3,4,4,1,1,2,68,5,1,1,1,19,2,2,1,5,2,2,5,2,4,3,5,1,3
1,1,1,1,1,1,1,4,4,2,1,2,1,4,4,2,2,70,7,1,2,1,26,2,2,2,5,2,5,1,3,3,1,5,1,1
1,5,4,4,4,4,4,1,4,1,1,1,4,4,4,2,3,53,3,1,3,1,53,1,2,1,5,2,5,1,1,3,1,1,4,4
1,4,4,4,4,4,4,4,4,1,4,3,4,4,4,2,1,27,4,99,99,99,20,2,2,2,5,2,1,5,3,1,1,5,4,4
5,1,1,1,1,1,1,3,4,1,1,1,4,4,1,2,2,46,5,1,3,1,41,1,2,2,5,2,5,1,3,4,4,5,3,2
1,4,3,3,1,2,2,3,4,3,3,4,2,1,3,1,1,34,6,1,2,1,41,2,1,2,5,2,3,1,2,4,3,4,3,3
2,4,4,4,1,4,3,3,4,1,3,1,3,1,1,2,2,55,6,1,3,3,41,2,2,2,5,2,2,1,3,3,3,5,3,3
1,3,3,2,2,1,1,4,4,1,4,1,2,2,4,1,2,41,6,1,1,5,41,2,2,2,5,2,2,1,2,3,4,5,2,3
3,2,1,1,1,3,1,4,4,1,4,1,4,4,2,2,1,30,4,1,1,2,41,1,2,1,5,2,5,5,1,2,3,5,1,1
1,5,3,3,3,3,3,3,4,4,4,1,1,3,1,1,2,67,7,1,1,4,25,2,2,1,5,2,2,5,3,1,3,2,4,4
1,4,2,3,1,2,2,3,4,2,4,4,4,4,3,1,1,27,4,1,1,3,19,2,2,2,5,2,2,5,3,4,4,4,3,2
3,3,3,3,2,3,3,2,4,2,4,3,3,3,2,2,1,29,4,1,2,99,41,2,2,1,5,2,4,3,2,3,3,3,4,4
1,3,3,3,2,2,1,4,4,2,4,2,2,4,4,1,2,74,7,1,3,4,41,2,2,1,5,2,3,1,2,3,4,4,3,2
1,1,4,1,1,1,1,1,4,1,4,1,4,1,4,2,2,68,3,1,2,2,52,1,2,2,5,2,5,5,5,1,4,5,4,4
1,1,1,1,1,1,1,4,4,4,1,4,1,4,4,1,3,63,8,1,1,5,36,2,1,1,5,2,1,1,1,1,4,4,1,1
2,3,3,2,1,3,1,2,4,2,3,1,2,4,3,1,2,66,4,1,1,3,27,2,2,2,5,2,4,1,3,2,2,4,3,4
5,3,4,4,4,3,3,3,4,1,4,1,4,4,2,2,2,64,3,1,2,3,41,2,2,2,5,2,5,5,5,4,4,4,4,4
3,2,3,2,3,1,2,4,3,2,2,2,4,4,1,2,1,43,6,1,1,2,41,1,2,2,5,2,2,5,2,1,3,1,2,2
1,1,3,2,4,1,2,4,4,1,4,3,4,4,3,2,2,68,3,1,2,1,51,2,2,2,5,2,2,1,3,4,4,3,3,4
1,3,4,3,3,2,1,3,4,1,3,1,4,4,1,1,2,67,3,1,2,3,66,1,2,1,5,2,4,1,2,1,4,5,2,4
1,1,1,1,1,1,1,4,4,1,1,4,4,1,1,1,2,50,4,1,2,4,41,1,2,2,5,2,1,1,1,3,1,5,1,1
1,5,3,3,2,1,1,4,4,1,4,2,4,2,4,1,2,50,8,1,1,5,43,2,2,1,5,2,2,1,1,4,4,5,2,3
2,3,4,3,3,4,4,4,4,1,4,1,4,4,1,1,2,59,4,1,1,3,41,1,2,2,5,2,2,1,1,4,4,5,3,3
4,5,4,4,4,3,2,3,4,1,4,1,1,4,3,1,99,65,8,1,2,99,41,2,2,1,5,2,2,5,4,1,1,4,4,4
3,3,1,1,1,1,1,3,4,1,3,1,4,4,1,2,2,63,4,1,2,3,41,2,2,1,5,2,3,1,4,1,1,3,3,1
3,3,3,3,4,2,3,3,4,4,4,4,4,3,2,2,2,64,3,1,2,2,61,2,2,99,5,2,3,1,3,4,3,4,3,3
3,3,3,3,2,1,3,4,4,2,4,2,4,4,3,2,1,36,6,1,2,1,41,1,1,1,5,2,5,5,4,3,4,5,3,3
1,1,4,4,4,1,1,1,4,1,4,1,4,3,1,1,99,48,99,99,99,99,41,99,99,99,5,2,1,1,1,1,4,5,4,4
3,4,4,4,4,3,4,4,4,1,4,1,4,2,1,1,2,49,6,1,1,3,23,2,2,1,5,2,3,5,2,4,2,4,3,4
3,3,1,1,1,1,1,4,4,4,4,2,1,4,4,1,3,62,4,1,1,2,41,1,2,1,5,2,3,5,2,4,3,1,3,3
1,5,3,4,1,4,3,3,4,1,4,1,4,4,4,1,2,67,2,1,2,2,64,2,2,2,5,2,3,3,5,1,3,5,4,4
1,1,1,3,4,4,4,1,4,1,4,4,4,3,4,1,1,33,4,1,3,99,41,1,1,1,5,2,3,1,5,3,1,5,2,1
